# Base attributes derived from data provider resources (BAFU, Swisstopo, etc.).
gauge_id;country;gauging_st;water_body;type;id6;id12;shape_leng;shape_area;super_catc;sub_catchm;h1;h2;ext_ch;ext_de;ext_at;ext_li;ext_it;ext_fr;ext_r1981;ext_tabs;ext_srel;ext_sim;ext_r1992
4003;DE;Hoelzlebruck;Josbach;stream;JosHoe;656284308578;31126.9869234;4.726451421e7;0;1;190;191;0.0;100.0;0.0;0.0;0.0;0.0;93.09;0.0;0.0;78.28;93.09
4004;DE;Oberlauchringen;Wutach;stream;WutObe;666672275112;182312.6942;6.30000281947e8;1;1;188;193;7.47;92.53;0.0;0.0;0.0;0.0;100.0;23.02;21.59;98.89;100.0
4005;DE;Illmuehle;Steina;stream;SteIll;667878289182;39778.3205415;5.03677345889e7;0;1;194;195;0.0;100.0;0.0;0.0;0.0;0.0;95.3;0.0;0.0;95.3;95.3
4006;DE;Ewattingen;Wutach;stream;WutEwa;675721300247;112806.738779;3.42109706177e8;1;1;189;192;0.0;100.0;0.0;0.0;0.0;0.0;99.09;0.0;0.0;97.04;99.09
4007;DE;Hausen;Saubach;stream;SauHau;703881293301;78650.3580533;1.43933604454e8;0;1;491;496;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4008;DE;Rielasingen;Radolfzeller Aach;stream;RaARie;705034288406;95362.0705048;2.07148779691e8;1;1;376;377;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.37;0.24;100.0;100.0
4009;DE;Wahlwies;Stockacher Aach;stream;StAWah;714371297227;87401.595138;2.14242354447e8;0;1;98;99;0.0;100.0;0.0;0.0;0.0;0.0;98.95;0.0;0.0;98.95;98.95
4010;DE;Konstanz;Rhein;stream;RheKon;730246281133;991784.043944;1.09143810609e10;1;1;11;150;49.05;27.16;21.84;1.47;0.48;0.0;100.0;56.16;55.76;99.18;100.0
4011;DE;Uhldingen;Seefelder Aach;stream;SeAUhl;735389288185;92992.6117696;2.71350866364e8;1;1;79;80;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4012;DE;Neufrach;Deggenhauser Aach;stream;DeANeu;740197290947;50631.650466;7.4704887411e7;0;1;171;172;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4013;DE;Fuchstobel;Rotach;stream;RotFuc;751182291494;46778.1965433;6.72278334491e7;0;1;101;102;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4014;DE;Friedrichshafen;Rotach;stream;RotFri;754561280746;73080.2427879;1.30323141157e8;1;1;100;103;0.0;100.0;0.0;0.0;0.0;0.0;98.22;0.0;0.0;98.22;98.22
4015;DE;Gerbertshaus;Schussen;stream;SchGer;757417282317;220033.145409;7.87323276112e8;1;1;92;97;0.0;100.0;0.0;0.0;0.0;0.0;99.45;0.0;0.0;89.04;99.45
4016;DE;Giessen;Argen;stream;ArgGie;762148277486;219608.661971;6.47884604867e8;1;1;108;121;0.0;100.0;0.0;0.0;0.0;0.0;99.86;0.0;0.0;99.86;99.86
4017;DE;Rainpadent;Wolfegger Aach;stream;WoARai;764716299791;106058.114806;1.64059212337e8;0;1;95;96;0.0;100.0;0.0;0.0;0.0;0.0;98.74;0.0;0.0;98.74;98.74
4018;DE;Durlesbach;Schussen;stream;SchDur;767294308232;125901.845962;2.7388898859e8;0;1;93;94;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;70.1;100.0
4019;DE;Aeschach;Oberreitnauer Ach;stream;ObAAes;770127269841;35187.9849904;2.97782897722e7;0;1;122;123;0.0;100.0;0.0;0.0;0.0;0.0;97.39;0.0;0.0;97.39;97.39
4020;DE;Rengers;Untere Argen;stream;UnARen;778611286497;131093.513673;2.65300853576e8;1;1;109;114;0.0;100.0;0.0;0.0;0.0;0.0;97.62;0.0;0.0;97.62;97.62
4021;DE;Epplings;Obere Argen;stream;ObAEpp;782003283522;84026.9735538;1.65648420641e8;1;1;115;120;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4022;DE;Lochhammer;Giessbach;stream;GieLoc;784788284414;25653.7934881;2.9814068685e7;0;1;116;117;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4023;DE;Zwirkenberg;Obere Argen;stream;ObAZwi;790192280672;56436.2006061;1.03344159127e8;0;1;118;119;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4024;DE;Oberstaufen;Weissach;stream;WeiObe;793982268955;46945.195091;6.05571155301e7;0;1;14;15;0.0;96.9;3.1;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
4025;DE;Beutelsau;Untere Argen;stream;UnABeu;796065288215;68396.6023781;1.3174729825e8;1;1;110;113;0.0;100.0;0.0;0.0;0.0;0.0;99.43;0.0;0.0;99.43;99.43
4026;DE;Seltmans;Untere Argen;stream;UnASel;798807280563;42195.3826317;6.77508278312e7;0;1;111;112;0.0;100.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;100.0
5001;FR;Saint-Genis-Pouilly;L'Allondon;stream;AllSGe;490131121868;31069.9594418;3.89440208312e7;1;1;635;638;0.0;0.0;0.0;0.0;0.0;100.0;17.98;17.98;17.98;92.44;92.44
5002;FR;Échenevex [Naz-Dessous];L'Allondon;stream;AllEch;491361128442;11358.262328;2.23349618772e6;0;1;636;637;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;89.55;89.55
5003;FR;Saint-Julien-en-Genevois [Thairy];L'Aire;stream;AirSJu;493958110794;31976.3434469;4.66197044382e7;0;1;640;641;1.76;0.0;0.0;0.0;0.0;98.24;38.61;38.61;38.61;98.67;98.67
5004;FR;Rousses;L'Orbe;stream;OrbRou;497829152612;26375.4957439;2.51505792838e7;0;1;206;207;40.15;0.0;0.0;0.0;0.0;59.85;95.42;95.42;95.42;95.42;95.42
5005;FR;Bonnevaux;Le Drugeon;stream;DruBon;504859184983;43371.9381907;3.8622668259e7;0;1;537;538;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0
5006;FR;Mouthe;Le Doubs;stream;DouMou;505964173371;12630.4437735;2.81870000197e6;0;1;542;543;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;25.42;100.0;100.0
5007;FR;Remoray-Boujeons;Le Ruisseau de la Drésine;stream;RdDRem;508961179290;22331.2018459;1.48649336187e7;0;1;617;618;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0
5008;FR;Vétraz-Monthoux;La Menoge;stream;MenVet;509972113806;82227.2093895;1.59932979667e8;0;1;610;611;0.0;0.0;0.0;0.0;0.0;100.0;6.25;6.25;3.75;100.0;100.0
5009;FR;Labergement-Sainte-Marie;Le Doubs;stream;DouLab;511505180814;100976.625689;1.73959531418e8;1;1;539;540;0.27;0.0;0.0;0.0;0.0;99.73;42.54;42.54;39.66;99.45;99.45
5010;FR;Longevilles-Mont-d'Or;Le Bief Rouge;stream;BieLon;514365179183;31004.0863747;2.84931563289e7;0;1;204;209;0.0;0.0;0.0;0.0;0.0;100.0;31.59;31.59;28.08;100.0;100.0
5011;FR;Vuillecin;Le Drugeon;stream;DruVui;515226198854;86869.5444475;1.81709843641e8;1;1;535;544;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0
5012;FR;Oye-et-Pallet;Le Doubs;stream;DouOye;515781189193;112333.873165;2.50347195617e8;1;1;533;546;0.19;0.0;0.0;0.0;0.0;99.81;29.56;29.56;27.56;98.66;98.66
5013;FR;Doubs;Le Doubs;stream;DouDou;516941197988;156919.26738;3.89664155916e8;1;1;534;545;5.69;0.0;0.0;0.0;0.0;94.31;38.49;38.49;33.88;98.8;98.8
5014;FR;la Cluse-et-Mijoux [Pontarlier amont];Le Doubs;stream;DouClu;518076192662;139497.762087;3.4742741201e8;1;1;562;563;4.96;0.0;0.0;0.0;0.0;95.04;35.4;35.4;33.1;98.44;98.44
5015;FR;Sciez;Le Foron;stream;ForSci;518579131551;38782.5573694;4.98161828023e7;0;1;210;211;0.0;0.0;0.0;0.0;0.0;100.0;1.34;1.34;0.22;98.36;98.36
5016;FR;Jougne [La Ferrière 2];La Jougnena;stream;JouJou;519220176193;34859.9851915;3.05367945087e7;0;1;623;624;15.8;0.0;0.0;0.0;0.0;84.2;100.0;100.0;100.0;100.0;100.0
5017;FR;Saint-Jean-de-Sixt;Le Borne;stream;BorSJS;520649087502;38317.3621356;6.57684642727e7;0;1;606;607;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;27.37;100.0
5018;FR;Margencel;Le Redon;stream;RedMar;521260132505;33675.7590842;3.14582209808e7;0;1;631;632;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0
5019;FR;Bonneville [Thuet];Le Bronze;stream;BroBon;523975101961;28591.0683095;2.76934140328e7;0;1;620;621;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;100.0
5020;FR;Saint-Jeoire [Pont du Risse];Le Risse;stream;RisSJe;525581109908;46001.8598263;6.46665162023e7;0;1;619;622;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;97.42;97.42
5021;FR;Ville-du-Pont;Le Doubs;stream;DouVil;526829205992;179176.22636;6.36753021517e8;1;1;203;212;3.48;0.0;0.0;0.0;0.0;96.52;27.01;27.01;23.4;99.41;99.41
5022;FR;Marignier [Plan Séraphin];Le Giffre [giffre];stream;GifMar;527235107858;132474.260724;4.3763714312e8;1;1;608;609;0.06;0.0;0.0;0.0;0.0;99.94;12.57;12.57;9.37;99.63;99.63
5023;FR;Reyvroz [Bioge];La Dranse;stream;DraRey;534356130883;116807.171846;5.02247811193e8;1;1;625;630;0.71;0.0;0.0;0.0;0.0;99.29;25.48;25.48;24.49;100.0;100.0
5024;FR;Grand'Combe-Châteleu [Châteleu];Le Théverot;stream;TheGra;534368209212;30310.7497423;2.60626148808e7;0;1;566;567;6.0;0.0;0.0;0.0;0.0;94.0;80.58;80.58;80.58;88.25;88.25
5025;FR;Magland [Chez Party];L'Arve [le Nant d'Orlier];stream;ArvMag;536420098025;167705.612043;7.10977997187e8;1;1;626;629;0.02;0.0;0.0;0.0;0.08;99.9;7.88;7.88;7.46;98.6;100.0
5026;FR;la Baume [Pt de Couvaloup];La Dranse de Morzine;stream;DrMBau;536923124073;65565.8496759;1.71595332132e8;0;1;568;569;0.32;0.0;0.0;0.0;0.0;99.68;21.56;21.56;20.4;99.65;99.65
5027;FR;Sallanches;L'Arve;stream;ArvSal;538209087967;143383.63667;5.67322132085e8;1;1;560;561;0.03;0.0;0.0;0.0;0.1;99.87;9.87;9.87;9.34;100.0;100.0
5028;FR;Saint-Paul-en-Chablais;L'Ugine;stream;UgiSPa;538665133884;26747.0658411;2.49632274423e7;0;1;527;550;0.0;0.0;0.0;0.0;0.0;100.0;16.02;16.02;16.02;96.14;96.14
5029;FR;Vacheresse;La Dranse d'Abondance;stream;DrAVac;540596130874;63701.1796867;1.68575227781e8;0;1;220;221;1.77;0.0;0.0;0.0;0.0;98.23;51.61;51.61;49.83;100.0;100.0
5030;FR;Fournet-Blancheroche [La Rasse];Le Doubs;stream;DouFou;554877222803;271410.062511;9.18821283547e8;1;1;574;605;9.73;0.0;0.0;0.0;0.0;90.27;37.88;37.88;35.37;99.91;100.0
5031;FR;Chamonix-Mont-Blanc [Pont des Favrands];L'Arve;stream;ArvCha;555048085084;72471.4932476;1.94850109188e8;0;1;214;215;0.08;0.0;0.0;0.0;0.25;99.67;28.74;28.74;27.2;99.56;99.56
5032;FR;Goumois;Le Doubs;stream;DouGou;563061235752;335748.401071;1.14841783106e9;1;1;523;554;25.11;0.0;0.0;0.0;0.0;74.89;50.68;50.68;48.68;100.0;100.0
6001;I;Macugnaga;Torrente Anza;stream;AnzMac;639979091039;27813.8734087;3.9470618685e7;0;1;474;475;1.59;0.0;0.0;0.0;98.41;0.0;78.54;78.54;73.47;100.0;100.0
6002;I;San Carlo;Torrente Anza;stream;AnzSaC;653736092944;59704.0363719;1.58375435777e8;1;1;473;476;0.45;0.0;0.0;0.0;99.55;0.0;36.62;36.62;35.36;100.0;100.0
6003;I;Villadossola;Torrente Ovesca;stream;OveVil;663354102130;57199.4825247;1.46050589875e8;0;1;471;472;0.11;0.0;0.0;0.0;99.89;0.0;31.5;31.5;29.44;97.91;97.91
6004;I;Ponte Caddo;Torrente Bogna;stream;BogPoC;664574108152;43266.873121;8.12917826775e7;0;1;460;461;0.09;0.0;0.0;0.0;99.91;0.0;40.6;40.6;39.36;100.0;100.0
6005;I;Domodossola;Fiume Toce;stream;TocDom;667079107158;184524.086574;9.18233128224e8;1;1;457;464;18.83;0.0;0.0;0.0;81.17;0.0;50.2;50.2;47.48;100.0;100.0
6006;I;Pontemaglio;Fiume Toce;stream;TocPon;668352114756;100412.861662;3.60137173151e8;0;1;458;459;0.2;0.0;0.0;0.0;99.8;0.0;47.48;47.48;42.21;99.96;99.96
6007;I;Candoglia;Fiume Toce;stream;TocCan;676202091943;251268.459082;1.53137303712e9;1;1;455;456;11.35;0.0;0.0;0.0;88.65;0.0;36.9;36.9;34.94;100.0;100.0
6008;I;Gravellona;Torrente Strona;stream;StrGra;677233086632;79059.6630037;2.2966859516e8;0;1;469;470;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;99.27;99.27
6009;I;Santino;Torrente San Bernardino;stream;SaBSan;684260090031;56953.4686925;1.2159572485e8;0;1;465;466;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;98.69;98.69
6010;I;Verbania;Torrente San Giovanni;stream;SaGVer;688426088391;38691.9941638;6.01526181775e7;0;1;467;468;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;99.75;99.75
6011;I;Miorina;Ticino;stream;TicMio;694281061276;554467.244572;6.6173023606e9;1;0;454;521;50.66;0.0;0.0;0.0;49.34;0.0;62.16;61.94;60.92;98.58;98.56
